crop,disease,visual_description,treatment,formality
1,3,early blight potato recognizable small circular mark adorned concentric ring often displaying dark brown black hue scattered across foliage,effectively manage condition recommended implement structured plan fungicidal treatment specifically targeting pathogen responsible early blight potato,0
1,3,presence early blight potato indicated small circular dot surrounded concentric ring typically dark brown black color spread across leaf,adopting structured approach fungicidal treatment aimed combating pathogen responsible early blight potato advisable,0
1,3,early blight potato characterized small circular lesion decorated concentric ring commonly exhibiting dark brown black color distributed throughout foliage,recommended follow systematic regimen fungicidal treatment targeting pathogen accountable early blight potato,0
1,3,manifestation early blight potato distinguished small circular spot adorned concentric ring typically dark brown black hue scattered across foliage,suggested adopt consistent schedule fungicidal treatment focusing pathogen responsible early blight potato,0
1,3,early blight potato present small circular lesion surrounded concentric ring often dark brown black coloration distributed across leaf,implementing structured approach fungicidal treatment specifically directed combating pathogen responsible early blight potato recommended,0
1,3,appearance early blight potato indicated small circular patch adorned concentric ring typically dark brown black appearance spread foliage,advisable establish consistent regimen fungicidal treatment targeting pathogen responsible early blight potato,0
1,3,early blight potato recognizable small circular mark adorned concentric ring often displaying dark brown black hue scattered across foliage,effectively manage condition recommended implement structured plan fungicidal treatment specifically targeting pathogen responsible early blight potato,0
1,3,presence early blight potato indicated small circular dot surrounded concentric ring typically dark brown black color spread across leaf,adopting structured approach fungicidal treatment aimed combating pathogen responsible early blight potato advisable,0
1,3,early blight potato characterized small circular lesion decorated concentric ring commonly exhibiting dark brown black color distributed throughout foliage,recommended follow systematic regimen fungicidal treatment targeting pathogen accountable early blight potato,0
1,3,manifestation early blight potato distinguished small circular spot adorned concentric ring typically dark brown black hue scattered across foliage,suggested adopt consistent schedule fungicidal treatment focusing pathogen responsible early blight potato,0
1,3,early blight potato present small circular lesion surrounded concentric ring often dark brown black coloration distributed across leaf,implementing structured approach fungicidal treatment specifically directed combating pathogen responsible early blight potato recommended,0
1,3,appearance early blight potato indicated small circular patch adorned concentric ring typically dark brown black appearance spread foliage,advisable establish consistent regimen fungicidal treatment targeting pathogen responsible early blight potato,0
1,3,early blight potato recognizable small circular mark adorned concentric ring often displaying dark brown black hue scattered across foliage,effectively manage condition recommended implement structured plan fungicidal treatment specifically targeting pathogen responsible early blight potato,0
1,3,presence early blight potato indicated small circular dot surrounded concentric ring typically dark brown black color spread across leaf,adopting structured approach fungicidal treatment aimed combating pathogen responsible early blight potato advisable,0
